Column1;Unnamed: 0;Text;Sentiment;Timestamp;User;Platform;Hashtags;Retweets;Likes;Country;Year;Month;Day;Hour
288;292; Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ; Confident ;15/01/2021 13:00; DanceStrider ; Facebook ; #Confident #DanceOfLife ;230;460; Canada ;2021;1;15;13
289;293; Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ; Hopeful ;6/05/2023 7:20; WindWhisperer ; Twitter ; #Hopeful #BrighterTomorrows ;150;300; India ;2023;5;6;7
290;294; Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ; Playful ;18/11/2019 15:15; JugglingArtist ; Instagram ; #Playful #JugglingResponsibilities ;250;500; USA ;2019;11;18;15
291;295; Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ; Inspired ;29/08/2020 20:45; StarStoryteller ; Facebook ; #Inspired #TalesToTheStars ;140;280; UK ;2020;8;29;20
292;296; Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ; Hopeful ;30/10/2022 11:40; WaveNavigator ; Twitter ; #Hopeful #SailorOfDreams ;170;340; Australia ;2022;10;30;11
293;297; A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ; Compassionate ;1/07/2021 12:10; RainNurturer ; Instagram ; #Compassionate #TearsOfEmpathy ;210;420; Canada ;2021;7;1;12
294;298; Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ; Proud ;5/01/2020 8:45; PeakConqueror ; Twitter ; #Proud #ScalingPeaks ;230;460; USA ;2020;1;5;8
295;299; Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ; Hopeful ;17/07/2022 6:15; DawnGardener ; Instagram ; #Hopeful #SeedsOfOptimism ;140;280; India ;2022;7;17;6
296;300; A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ; Playful ;22/08/2018 17:20; CarnivalDreamer ; Facebook ; #Playful #CarnivalEscapade ;240;480; Australia ;2018;8;22;17
297;301; Drowning in the abyss of despair, a heart shattered into fragments, lost in the echoing silence of hopelessness. ; Despair ;15/09/2021 16:00; ShatteredHeart ; Instagram ; #Despair #EchoingSilence ;80;160; Canada ;2021;9;15;16
298;302; Bitterness festering like a venomous vine, entwining the soul in a web of resentment, poisoning the garden of peace. ; Bitterness ;8/03/2019 14:20; VenomousSoul ; Facebook ; #Bitterness #ResentmentWeb ;120;240; UK ;2019;3;8;14
299;303; Wandering through the desert of loneliness, each step a heavy sigh, mirages of connection shimmering but never materializing. ; Loneliness ;20/07/2017 11:45; DesertWanderer ; Twitter ; #Loneliness #MiragesOfConnection ;150;300; USA ;2017;7;20;11
300;304; Yearning for a touch that's not there, echoes of a distant warmth haunting the heart in the cold embrace of solitude. ; Yearning ;2/11/2020 19:30; ColdEmbrace ; Instagram ; #Yearning #DistantWarmth ;100;200; Australia ;2020;11;2;19
301;305; Eyes wide open in the night, fearful shadows dancing on the walls, the mind a prisoner of imagined horrors. ; Fearful ;12/05/2022 2:00; NightPrisoner ; Facebook ; #Fearful #ImaginedHorrors ;180;360; India ;2022;5;12;2
302;306; Apprehensive steps on the tightrope of uncertainty, a balancing act where the fall seems inevitable, anxiety a constant companion. ; Apprehensive ;8/04/2023 13:15; TightropeWalker ; Twitter ; #Apprehensive #BalancingAct ;140;280; UK ;2023;4;8;13
303;307; Overwhelmed by the weight of the world, Atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion. ; Overwhelmed ;25/06/2021 17:50; AtlasBearer ; Instagram ; #Overwhelmed #BouldersOfExhaustion ;220;440; Canada ;2021;6;25;17
304;308; Jealousy, a green-eyed monster, lurking in the shadows, casting a dark cloud over the sunshine of others' success. ; Jealous ;30/08/2019 10:10; GreenMonster ; Facebook ; #Jealous #GreenEyedMonster ;160;320; USA ;2019;8;30;10
305;309; Devastated by the storm of betrayal, the wreckage of trust scattered like debris, a heart torn by the winds of broken promises. ; Devastated ;3/08/2022 15:30; StormSurvivor ; Twitter ; #Devastated #WindsOfBrokenPromises ;250;500; Australia ;2022;8;3;15
306;310; Frustrated fingers tapping on the keyboard, a symphony of annoyance composing an unsolvable puzzle of unmet expectations. ; Frustrated ;17/12/2020 9:20; PuzzleComposer ; Instagram ; #Frustrated #UnsolvablePuzzle ;120;240; India ;2020;12;17;9
307;311; Envious eyes fixated on the gilded prize, a heartache fueled by the painful desire for possessions that seem forever out of reach. ; Envious ;28/02/2021 22:45; GildedHeartache ; Facebook ; #Envious #GildedPrize ;200;400; USA ;2021;2;28;22
308;312; Dismissive glances, a fortress built with indifference, walls impenetrable to the pleas of understanding and recognition. ; Dismissive ;10/05/2018 14:00; IndifferentFort ; Twitter ; #Dismissive #ImpenetrableWalls ;140;280; UK ;2018;5;10;14
309;313; Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ; Frustrated ;7/01/2022 11:10; DreamMosaic ; Instagram ; #Frustrated #MosaicOfDisappointment ;150;300; Canada ;2022;1;7;11
310;314; Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ; Loneliness ;19/09/2019 3:30; NocturnalEcho ; Facebook ; #Loneliness #SolitaryNocturne ;180;360; Australia ;2019;9;19;3
311;315; Fearful whispers in the dark, the mind haunted by the specter of the unknown, shadows dancing to the rhythm of anxiety's tune. ; Fearful ;14/07/2023 23:00; DarkWhispers ; Twitter ; #Fearful #SpecterOfTheUnknown ;130;260; UK ;2023;7;14;23
312;316; Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time. ; Bitterness ;5/04/2020 16:20; LingeringTaste ; Instagram ; #Bitterness #BitterAftertaste ;100;200; India ;2020;4;5;16
313;317; Overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat. ; Overwhelmed ;29/11/2021 8:45; TempestSurvivor ; Facebook ; #Overwhelmed #DrowningSoul ;200;400; USA ;2021;11;29;8
314;318; Jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent. ; Jealous ;12/12/2019 17:00; VenomousHeart ; Twitter ; #Jealous #HeartOfDiscontent ;160;320; Australia ;2019;12;12;17
315;319; Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake. ; Devastated ;20/05/2022 14:50; FragileTrust ; Instagram ; #Devastated #ShatteredTrust ;250;500; Canada ;2022;5;20;14
316;320; Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand. ; Frustrated ;3/09/2020 12:15; BrokenThreads ; Facebook ; #Frustrated #SlippingThreads ;140;280; UK ;2020;9;3;12
317;321; Envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights. ; Envious ;10/02/2021 19:30; SuccessPill ; Twitter ; #Envious #BitterPill ;200;400; USA ;2021;2;10;19
318;322; Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ; Dismissive ;18/08/2018 14:40; CurtainShield ; Instagram ; #Dismissive #IndifferencePerformance ;120;240; Australia ;2018;8;18;14
319;323; Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness. ; Despair ;28/02/2022 21:00; FoggyLabyrinth ; Facebook ; #Despair #LabyrinthOfHopelessness ;80;160; Canada ;2022;2;28;21
320;324; Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory. ; Bitterness ;15/10/2019 10:30; IcyResentment ; Twitter ; #Bitterness #IciclesOfResentment ;150;300; UK ;2019;10;15;10
321;325; Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces. ; Loneliness ;1/12/2017 18:50; SolitaryMoon ; Instagram ; #Loneliness #StarlessSky ;180;360; USA ;2017;12;1;18
322;326; Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon. ; Yearning ;18/04/2020 16:15; VanishedSunset ; Facebook ; #Yearning #HuesOfSunset ;100;200; Australia ;2020;4;18;16
323;327; Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners. ; Fearful ;7/01/2023 3:30; NightPrisoner ; Twitter ; #Fearful #LurkingMonsters ;180;360; India ;2023;1;7;3
324;328; Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt. ; Apprehensive ;10/06/2021 10:00; WindWhisperer ; Instagram ; #Apprehensive #StormOfDoubt ;140;280; Canada ;2021;6;10;10
325;329; Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience. ; Overwhelmed ;22/02/2020 15:20; MazeExplorer ; Facebook ; #Overwhelmed #MinotaurOfPressure ;220;440; USA ;2020;2;22;15
326;330; Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence. ; Jealous ;17/03/2018 14:45; WoundedGarden ; Twitter ; #Jealous #BloomingAchievements ;160;320; UK ;2018;3;17;14
327;331; Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole. ; Devastated ;28/10/2022 11:15; RuinedHeart ; Instagram ; #Devastated #EchoesOfShatteredDreams ;250;500; Australia ;2022;10;28;11
328;332; Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication. ; Frustrated ;1/11/2020 12:30; KnotUntangler ; Facebook ; #Frustrated #LabyrinthOfMiscommunication ;140;280; India ;2020;11;1;12
329;333; Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive. ; Envious ;15/01/2021 22:10; ElusiveKeys ; Twitter ; #Envious #DesireForKeys ;200;400; USA ;2021;1;15;22
330;334; Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ; Dismissive ;18/08/2018 14:00; IndifferentFort ; Instagram ; #Dismissive #IndifferencePerformance ;120;240; Australia ;2018;8;18;14
331;335; Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ; Frustrated ;7/01/2022 11:10; DreamMosaic ; Twitter ; #Frustrated #MosaicOfDisappointment ;150;300; Canada ;2022;1;7;11
332;336; Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ; Loneliness ;19/09/2019 3:30; NocturnalEcho ; Facebook ; #Loneliness #SolitaryNocturne ;180;360; Australia ;2019;9;19;3
333;337;Awe-struck by the breathtaking sunrise over the mountains.      ; Awe           ;3/04/2022 6:15; NatureAdmirer  ; Instagram ; #Awe #BreathtakingSunrise                   ;280;550; USA               ;2022;4;3;6
334;338;Navigating through the challenges with determination.          ; Determination ;12/10/2023 10:30; GoalPursuer    ; Twitter  ; #Determination #Challenges                  ;150;300; Canada            ;2023;10;12;10
335;339;Nostalgia hits while flipping through an old photo album.     ; Nostalgia      ;28/06/2019 19:00; MemoryLane     ; Facebook ; #Nostalgia #OldMemories                     ;220;450; UK                ;2019;6;28;19
336;340;Thrilled to witness the grandeur of a cultural festival.       ; Thrill        ;15/09/2020 14:45; CultureEnthusiast ; Instagram ; #Thrill #CulturalCelebration              ;400;800; India              ;2020;9;15;14
337;341;Calmness found in the rhythm of raindrops on the windowpane.   ; Calmness      ;8/11/2017 21:20; RainWatcher    ; Twitter  ; #Calmness #RainyDays                        ;180;350; Australia          ;2017;11;8;21
338;342;Overwhelmed by the support received during a personal challenge.; Overwhelmed   ;20/05/2021 17:30; PersonalJourney ; Facebook ; #Overwhelmed #SupportiveCommunity          ;250;500; USA               ;2021;5;20;17
339;343;Excitement builds as the countdown to a long-awaited vacation begins. ; Excitement ;10/01/2023 12:00; VacationDreamer ; Instagram ; #Excitement #VacationCountdown        ;300;600; France            ;2023;1;10;12
340;344;Reflecting on life's journey, grateful for the lessons learned. ; Gratitude   ;5/12/2018 8:45; LifeLearner   ; Twitter  ; #Gratitude #LifeLessons                    ;350;700; Brazil            ;2018;12;5;8
341;345;Bittersweet emotions arise while bidding farewell to a dear friend. ; Bittersweet ;15/03/2020 18:30; FarewellSender ; Instagram ; #Bittersweet #Farewell                     ;200;400; Japan             ;2020;3;15;18
342;346;Curiosity sparked by exploring a mysterious ancient ruin.      ; Curiosity     ;22/08/2016 15:10; HistoryExplorer ; Facebook ; #Curiosity #AncientDiscovery          ;180;350; Greece            ;2016;8;22;15
343;347;Admiration for the intricate details of a handcrafted masterpiece. ; Admiration    ;20/08/2019 16:00; CraftEnthusiast ; Instagram ; #Admiration #HandcraftedArt               ;250;500; USA               ;2019;8;20;16
344;348;Overjoyed by the warmth of a cozy fireplace on a winter evening.   ; Overjoyed     ;8/12/2021 19:30; WinterLover     ; Twitter  ; #Overjoyed #WinterWarmth                  ;180;350; Canada            ;2021;12;8;19
345;349;Inspiration strikes while observing the colors of a vibrant sunset.; Inspiration   ;10/06/2020 20:45; SunsetWatcher   ; Instagram ; #Inspiration #ColorfulSunset             ;300;600; UK                ;2020;6;10;20
346;350;Motivated to achieve fitness goals after an invigorating workout.  ; Motivation    ;28/02/2022 7:15; FitnessJunkie   ; Facebook ; #Motivation #FitnessGoals                 ;400;800; Australia          ;2022;2;28;7
347;351;Gratitude for the simple joys found in a cup of morning coffee.    ; Gratitude     ;15/04/2017 8:00; CoffeeLover     ; Twitter  ; #Gratitude #MorningCoffee                 ;220;450; India             ;2017;4;15;8
348;352;Feeling empowered after conquering a challenging hiking trail.     ; Empowerment   ;5/09/2018 14:20; HikingExplorer  ; Instagram ; #Empowerment #HikingAdventure             ;350;700; USA               ;2018;9;5;14
349;353;Amused by the antics of playful kittens during playtime.           ; Amusement     ;22/10/2022 12:45; KittyObserver   ; Facebook ; #Amusement #PlayfulKittens               ;150;300; Canada            ;2022;10;22;12
350;354;Contemplating life's mysteries under the starry night sky.         ; Contemplation ;2/07/2016 23:30; Stargazer       ; Twitter  ; #Contemplation #StarryNight               ;280;550; UK                ;2016;7;2;23
351;355;Joyful reunion with long-lost friends after years of separation.   ; JoyfulReunion ;18/11/2020 17:10; FriendshipRenewal ; Instagram ; #JoyfulReunion #Friendship               ;200;400; India             ;2020;11;18;17
352;356;Excitement builds while preparing for a surprise celebration.     ; Excitement    ;5/03/2023 15:00; CelebrationPlanner ; Facebook ; #Excitement #SurpriseCelebration         ;300;600; Australia          ;2023;3;5;15
353;357;Satisfaction derived from successfully completing a DIY project.  ; Satisfaction  ;1/12/2015 11:30; DIYEnthusiast   ; Twitter  ; #Satisfaction #DIYProject                 ;250;500; USA               ;2015;12;1;11
354;358;Feeling blessed for the supportive community in times of need.    ; Blessed       ;10/09/2021 9:45; CommunityHelper ; Instagram ; #Blessed #SupportiveCommunity            ;180;350; UK                ;2021;9;10;9
355;359;Captivated by the serenity of a tranquil garden in full bloom.     ; Serenity      ;12/05/2018 14:20; GardenEnthusiast ; Facebook ; #Serenity #TranquilGarden                ;220;450; Canada            ;2018;5;12;14
356;360;Anticipation for an upcoming adventure in an exotic destination.   ; Anticipation  ;25/07/2022 10:00; Wanderlust      ; Twitter  ; #Anticipation #AdventureAwaits           ;400;800; India             ;2022;7;25;10
357;361;Reflecting on personal growth achieved through life experiences.  ; Reflection    ;8/03/2019 18:30; GrowthSeeker    ; Instagram ; #Reflection #PersonalGrowth              ;350;700; USA               ;2019;3;8;18
358;362;Nostalgic memories flood in while revisiting childhood favorites. ; Nostalgia     ;28/01/2017 21:15; ChildhoodMemories ; Facebook ; #Nostalgia #ChildhoodFavorites           ;200;400; Australia          ;2017;1;28;21
359;363;Appreciation for the vibrant culture experienced during travel.   ; Appreciation  ;14/11/2016 13:45; CultureExplorer ; Twitter  ; #Appreciation #CulturalExperience        ;280;550; UK                ;2016;11;14;13
360;364;Confidence soars after overcoming public speaking anxiety.       ; Confidence    ;2/04/2020 17:30; PublicSpeaker   ; Instagram ; #Confidence #OvercomingAnxiety          ;150;300; USA               ;2020;4;2;17
361;365;Contentment in the midst of a family gathering filled with laughter. ; Contentment   ;15/01/2023 19:00; FamilyCelebration ; Facebook ; #Contentment #FamilyLaughter             ;250;500; Canada            ;2023;1;15;19
362;366;Enthusiasm for learning new skills and expanding knowledge.      ; Enthusiasm    ;7/08/2018 12:15; LifelongLearner ; Twitter  ; #Enthusiasm #SkillBuilding               ;300;600; India             ;2018;8;7;12
363;367;Surprise and delight at discovering a hidden gem in the city.    ; Surprise      ;18/10/2019 16:45; CityExplorer    ; Instagram ; #Surprise #HiddenGem                      ;180;350; UK                ;2019;10;18;16
364;368;A sense of accomplishment after completing a challenging workout.; Accomplishment ;30/06/2022 7:00; FitnessAchiever ; Facebook ; #Accomplishment #FitnessSuccess         ;220;450; Australia          ;2022;6;30;7
365;369;Wonderment at the beauty of a double rainbow after the rain.     ; Wonderment    ;12/06/2017 18:20; RainbowChaser   ; Twitter  ; #Wonderment #DoubleRainbow               ;350;700; USA               ;2017;6;12;18
366;370;Optimism for a bright future amidst challenging times.           ; Optimism      ;5/07/2021 9:30; FutureOptimist  ; Instagram ; #Optimism #BrightFuture                  ;200;400; Canada            ;2021;7;5;9
367;371;Pride in achieving a personal milestone in career progression.   ; Pride         ;15/04/2016 14:50; CareerAchiever  ; Facebook ; #Pride #CareerMilestone                  ;280;550; UK                ;2016;4;15;14
368;372;Happiness blooms like flowers in a garden on a sunny day.        ; Happiness     ;10/02/2020 11:15; SunnyDayEnthusiast ; Twitter  ; #Happiness #SunnyDay                      ;150;300; India             ;2020;2;10;11
369;373;Elation over discovering a rare book in a quaint bookstore.      ; Elation       ;22/09/2018 16:30; Bookworm        ; Instagram ; #Elation #RareBookDiscovery              ;400;800; USA               ;2018;9;22;16
370;374;Curiosity piqued by the mysteries of an ancient archaeological site.; Curiosity   ;8/11/2015 10:00; ArchaeologyEnthusiast ; Facebook ; #Curiosity #AncientMysteries            ;180;350; Australia          ;2015;11;8;10
371;375;Mesmerized by the cosmic dance of fireflies on a moonlit night.    ; Enchantment   ;10/08/2022 22:00; NightSkyObserver ; Instagram ; #Enchantment #CosmicFireflies             ;250;500; Brazil           ;2022;8;10;22
372;376;Intrigued by the symphony of colors in an abstract art exhibition. ; Intrigue      ;5/04/2019 17:30; ArtConnoisseur  ; Twitter  ; #Intrigue #AbstractArt                   ;180;350; France           ;2019;4;5;17
373;377;Giggles and joy echo in the air during a children's playdate.      ; PlayfulJoy    ;15/12/2020 15:45; PlayfulParent   ; Facebook ; #PlayfulJoy #ChildrensPlaydate           ;220;450; Japan            ;2020;12;15;15
374;378;Enveloped in serenity while practicing mindfulness by the lake.    ; Mindfulness   ;20/10/2017 8:15; ZenSeeker       ; Instagram ; #Mindfulness #LakeTranquility            ;350;700; Canada           ;2017;10;20;8
375;379;Chasing dreams like a kite soaring high in the vast open sky.      ; DreamChaser   ;28/02/2021 13:00; SkyDreamer      ; Twitter  ; #DreamChaser #SkyHighDreams              ;300;600; Australia         ;2021;2;28;13
376;380;Spellbound by the elegance of a ballroom dance under crystal chandeliers. ; Elegance ;12/06/2018 20:30; DanceEnthusiast ; Facebook ; #Elegance #BallroomDance                ;280;550; UK               ;2018;6;12;20
377;381;Whimsical delight in a world of fairy tales and magical creatures.  ; Whimsy        ;8/03/2016 14:20; FairyTaleExplorer ; Instagram ; #Whimsy #MagicalWorld                    ;200;400; USA             ;2016;3;8;14
378;382;Pensive contemplation amid the ancient ruins of a forgotten civilization. ; Pensive ;18/04/2023 17:10; RuinsExplorer   ; Twitter  ; #Pensive #AncientCivilization           ;180;350; Greece           ;2023;4;18;17
379;383;Embracing the thrill of speed on a rollercoaster's exhilarating twists. ; Thrill      ;25/07/2020 12:45; RollercoasterFan ; Facebook ; #Thrill #RollercoasterAdventure        ;220;450; Germany         ;2020;7;25;12
380;384;Harmony resonates as musicians play a melody of unity and togetherness. ; Harmony    ;30/11/2019 19:30; MusicHarmonist  ; Instagram ; #Harmony #MusicalUnity                   ;350;700; Sweden          ;2019;11;30;19
381;385;A burst of creativity in the quiet solitude of an artist's studio.  ; Creativity   ;1/09/2015 16:00; StudioArtist    ; Twitter  ; #Creativity #ArtistsHaven               ;150;300; Italy           ;2015;9;1;16
382;386;Radiant joy akin to blooming flowers on a sun-kissed spring morning. ; Radiance    ;5/05/2022 10:15; SpringEnthusiast ; Facebook ; #Radiance #SpringBlooms                 ;250;500; Netherlands     ;2022;5;5;10
383;387;A sense of wonder at the vastness of the cosmos on a stargazing night. ; Wonder     ;8/07/2018 23:00; CosmosExplorer  ; Instagram ; #Wonder #StargazingAdventure            ;400;800; South Africa    ;2018;7;8;23
384;388;Rejuvenated by the salty breeze and the sound of waves at the seaside. ; Rejuvenation ;20/09/2021 14:30; SeaBreezeLover ; Twitter  ; #Rejuvenation #SeasideEscape            ;180;350; Spain           ;2021;9;20;14
385;389;Whispers of inspiration from the rustling leaves in a serene forest. ; Inspiration ;15/11/2016 11:45; ForestDreamer   ; Facebook ; #Inspiration #ForestWhispers            ;280;550; Portugal        ;2016;11;15;11
386;390;Savoring the warmth of a cup of cocoa on a chilly winter evening.   ; Coziness     ;12/01/2020 18:00; WinterWarmth    ; Instagram ; #Coziness #WarmWinterEvening           ;300;600; Switzerland     ;2020;1;12;18
387;391;Heartfelt gratitude for the laughter shared during a family reunion. ; Gratitude  ;28/12/2017 19:15; FamilyGatherer ; Facebook ; #Gratitude #FamilyLaughter              ;220;450; Austria         ;2017;12;28;19
388;392;Embarking on a culinary adventure, savoring exotic flavors around the world. ; Adventure ;2/03/2019 20:20; CulinaryExplorer ; Twitter  ; #Adventure #CulinaryJourney             ;350;700; Belgium         ;2019;3;2;20
389;393;Euphoria floods in as the final puzzle piece clicks into place.       ; Euphoria   ;8/06/2022 15:30; PuzzleSolver    ; Instagram ; #Euphoria #PuzzleCompletion            ;200;400; Denmark         ;2022;6;8;15
390;394;Awe-inspired by the grandeur of an ancient cathedral's intricate architecture. ; Awe    ;18/08/2018 14:45; CathedralVisitor ; Facebook ; #Awe #ArchitecturalGrandeur            ;180;350; Czech Republic  ;2018;8;18;14
391;395;Captivated by the ethereal beauty of a field filled with fireflies. ; Enchantment   ;10/08/2022 22:00; NightSkyObserver ; Instagram ; #Enchantment #FireflyField              ;250;500; Brazil           ;2022;8;10;22
392;396;Immersed in the enchanting melodies of a street musician's violin. ; Melodic       ;5/04/2019 17:30; MusicLover      ; Twitter  ; #Melodic #StreetMusic                   ;180;350; France           ;2019;4;5;17
393;397;Joyful laughter resonates through a lively summer carnival.         ; FestiveJoy    ;15/12/2020 15:45; CarnivalGoer    ; Facebook ; #FestiveJoy #SummerCarnival             ;220;450; Japan            ;2020;12;15;15
394;398;Exploring the universe within during a mindful meditation session. ; InnerJourney  ;20/10/2017 8:15; MindfulExplorer ; Instagram ; #InnerJourney #MeditationBliss          ;350;700; Canada           ;2017;10;20;8
395;399;Soaring like a free spirit on the winds of a coastal cliff.        ; Freedom       ;28/02/2021 13:00; CoastalExplorer ; Twitter  ; #Freedom #CoastalAdventure              ;300;600; Australia         ;2021;2;28;13
396;400;Dazzled by the elegance of a masquerade ball's dazzling costumes. ; Dazzle        ;12/06/2018 20:30; MasqueradeAttendee ; Facebook ; #Dazzle #MasqueradeElegance            ;280;550; UK               ;2018;6;12;20
397;401;Whimsical delight in a world of whimsical fairy tales.             ; Whimsy        ;8/03/2016 14:20; FairyTaleAdventurer ; Instagram ; #Whimsy #FairyTaleMagic                 ;200;400; USA             ;2016;3;8;14
398;402;Reflective contemplation amid the ruins of a forgotten era.        ; Reflection    ;18/04/2023 17:10; RuinsExplorer   ; Twitter  ; #Reflection #ForgottenEra               ;180;350; Greece           ;2023;4;18;17
399;403;Riding the adrenaline rush on a rollercoaster's wild twists.      ; Adrenaline     ;25/07/2020 12:45; ThrillSeeker    ; Facebook ; #Adrenaline #RollercoasterThrills      ;220;450; Germany         ;2020;7;25;12
400;404;Harmony resonates as musicians play a symphony of unity.           ; Harmony       ;30/11/2019 19:30; MusicHarmonist  ; Instagram ; #Harmony #MusicalUnity                   ;350;700; Sweden          ;2019;11;30;19
401;405;A burst of artistic creativity in the quietude of an artist's studio. ; ArtisticBurst ;1/09/2015 16:00; StudioArtist    ; Twitter  ; #ArtisticBurst #StudioCreativity       ;150;300; Italy           ;2015;9;1;16
402;406;Radiant joy akin to blossoming flowers on a sunlit spring morning. ; Radiance      ;5/05/2022 10:15; SpringEnthusiast ; Facebook ; #Radiance #SpringBlooms                 ;250;500; Netherlands     ;2022;5;5;10
403;407;Awe-inspired by the vastness of the cosmos on a stargazing night.   ; Wonder       ;8/07/2018 23:00; CosmosExplorer  ; Instagram ; #Wonder #StargazingAdventure            ;400;800; South Africa    ;2018;7;8;23
404;408;Rejuvenated by the salty breeze and the sound of waves at the seaside. ; Rejuvenation ;20/09/2021 14:30; SeaBreezeLover ; Twitter  ; #Rejuvenation #SeasideEscape            ;180;350; Spain           ;2021;9;20;14
405;409;Whispers of inspiration from the rustling leaves in a serene forest. ; Inspiration  ;15/11/2016 11:45; ForestDreamer   ; Facebook ; #Inspiration #ForestWhispers            ;280;550; Portugal        ;2016;11;15;11
406;410;Savoring the warmth of a cup of cocoa on a chilly winter evening.   ; Coziness     ;12/01/2020 18:00; WinterWarmth    ; Instagram ; #Coziness #WarmWinterEvening           ;300;600; Switzerland     ;2020;1;12;18
407;411;Heartfelt gratitude for the laughter shared during a family reunion. ; Gratitude  ;28/12/2017 19:15; FamilyGatherer ; Facebook ; #Gratitude #FamilyLaughter              ;220;450; Austria         ;2017;12;28;19
408;412;Embarking on a culinary odyssey, savoring flavors around the world. ; CulinaryOdyssey ;2/03/2019 20:20; CulinaryExplorer ; Twitter  ; #CulinaryOdyssey #FlavorsAroundTheWorld ;350;700; Belgium         ;2019;3;2;20
409;413;Euphoria floods in as the final puzzle piece fits perfectly.       ; Euphoria     ;8/06/2022 15:30; PuzzleSolver    ; Instagram ; #Euphoria #PerfectPuzzle               ;200;400; Denmark         ;2022;6;8;15
410;414;Awe-struck by the grandeur of an ancient cathedral's intricate architecture. ; Awe    ;18/08/2018 14:45; CathedralVisitor ; Facebook ; #Awe #ArchitecturalGrandeur            ;180;350; Czech Republic  ;2018;8;18;14
411;415;Curiosity awakened by the mysteries of an ancient archaeological site. ; Curiosity  ;8/11/2015 10:00; ArchaeologyEnthusiast ; Instagram ; #Curiosity #AncientMysteries          ;180;350; Australia ;2015;11;8;10
412;416;Giddy with excitement as the first snowflakes dance from the sky. ; Excitement   ;2/12/2020 17:30; SnowfallEnthusiast ; Twitter  ; #Excitement #SnowfallMagic             ;220;450; Canada         ;2020;12;2;17
413;417;Contentment envelops as the aroma of freshly baked bread fills the air. ; Contentment ;10/06/2017 12:15; BreadLover     ; Instagram ; #Contentment #FreshBreadAroma          ;280;550; France          ;2017;6;10;12
414;418;Inspired by the resilience of a lone tree standing tall in a storm. ; Resilience   ;15/04/2021 14:20; NatureResilient ; Facebook ; #Resilience #StandingTall              ;350;700; USA             ;2021;4;15;14
415;419;Lost in the pages of a captivating novel, transported to another world. ; Immersion ;28/09/2019 19:45; Bookworm       ; Twitter  ; #Immersion #CaptivatingNovel           ;200;400; UK              ;2019;9;28;19
416;420;Drenched in nostalgia while flipping through an old family photo album. ; Nostalgia ;5/12/2016 21:00; FamilyHistorian ; Instagram ; #Nostalgia #FamilyPhotoAlbum           ;250;500; India          ;2016;12;5;21
417;421;Spark of inspiration ignites like a shooting star in the night sky. ; Spark        ;10/02/2018 23:30; NightSkyWatcher ; Facebook ; #Spark #InspirationIgnited             ;300;600; Australia      ;2018;2;10;23
